"--@#1"
"##1434515017048"
"Translation Key","en"
"patient - manual handling","Patient - Manual Handling"
"patient - oncology assessment tool results","Patient - Oncology Assessment Tool Results"
"patient - recomended treatment protocols","Patient - Recomended Treatment Protocols"
"patient - wic assessments","Patient - WiC Assessments"
"patient - wic daily reporting","Patient - WiC Daily Reporting"
"patient - wic reporting","Patient - WiC Reporting"
"patient - wic treatment forms","Patient - WiC Treatment Forms"
"patient class configuration","Patient Class Configuration"
"patient demographics","Patient Demographics"
"patient details","Patient Details"
"patient first name","Patient First Name"
"patient handover","Patient Handover"
"patient history","Patient History"
"patient id","Patient ID"
"patient id type","Patient ID Type"
"patient identity 7.7.0@das.scriptedadaptor.name","Patient Identity 7.7.0"
"patient identity 7.7.0@domainadaptor","Patient Identity 7.7.0"
"patient name","Patient Name"
"patient oid","Patient OID"
"patient portal provider","Patient Portal Provider"
"patient profile","Patient Profile"
"patient referrals","Patient Referrals"
"patient search","Patient Search"
"patient summary","Patient Summary"
"patient summary (community)","Patient Summary (Community)"
"patient surname","Patient Surname"
"patient task list","Patient Task List"
"patient ur","Patient UR"
"patient_overview - all assessments","Patient_Overview - All Assessments"
"patient_overview - assessments","Patient_Overview - Assessments"
"patient_overview - nursing assessments","Patient_Overview - Nursing Assessments"
"patient_overview - pathways","Patient_Overview - Pathways"
"patient_overview - stoma assessments","Patient_Overview - Stoma Assessments"
"patient_overview - ulcer doppler results","Patient_Overview - Ulcer Doppler Results"
"patient_overview - wound observations","Patient_Overview - Wound Observations"
"patient_overview - wound site","Patient_Overview - Wound Site"
"patient_overview - wound site2","Patient_Overview - Wound Site2"
"patientconsent","patientConsent"
"patientcopy","patientCopy"
"patientid","patientId"
"patientidentifier","patientIdentifier"
"patients","Patients"
"patients to book into clinic","Patients to book into clinic"
"pc","PC"
"pcehr","PCEHR"
"pcehr demo","PCEHR DEMO"
"pcehr document view","PCEHR Document View"
"pcehr view","PCEHR View"
"pcp address","PCP Address"
"pcp clinic","PCP Clinic"
"pcp fax","PCP Fax"
"pcp name","PCP Name"
"pcp phone","PCP Phone"
"pcp provider name","PCP Provider Name"
"pending","Pending"
"pending referrals","Pending Referrals"
"pending since","Pending Since"
"pendingresults4gp2followup","PendingResults4GP2FollowUp"
"pension status","Pension Status"
"pensionstatus","PensionStatus"
"performed by","Performed by"
"perineal incision","Perineal Incision"
"period","Period"
"peristomal skin","Peristomal Skin"
"person","Person"
"personal","Personal"
"personalcare","PersonalCare"
"pharmacy homepage","Pharmacy Homepage"
"phone","Phone"
"phone number","Phone Number"
"phy","Phy"
"physician","Physician"
"physio","Physio"
"physiotherapy","Physiotherapy"
"place diagnostics order","Place Diagnostics Order"
"placedateholder","placeDateHolder"
"placer notes","Placer Notes"
"placer order number","Placer Order Number"
"pmi","PMI"
"pod","Pod"
"podiatry","Podiatry"
"popup site search","Popup Site Search"
"portal page details","Portal Page Details"
"portal page layout","Portal Page Layout"
"portal privacy service@com.orchestral.core.web.admin.servicestatus","Portal Privacy Service"
"portal user identity resolver@com.orchestral.core.web.admin.servicestatus","Portal User Identity Resolver"
"post grad fellow","Post Grad Fellow"
"postcode","PostCode"
"prescriber","Prescriber"
"prescribing term","Prescribing Term"
"presenting history and symptoms","Presenting History and Symptoms"
"presenting problem","Presenting Problem"
"preview patient handover","Preview Patient Handover"
"preview patient handover search","Preview Patient Handover Search"
"primary diagnosis","Primary Diagnosis"
"print","Print"
"print - care plan","Print - Care Plan"
"print - progressnote","Print - ProgressNote"
"print care plan","Print Care Plan"
"print my inpatient search","Print My Inpatient Search"
"print my inpatients","Print My Inpatients"
"print patient handover","Print Patient Handover"
"print patient handover search","Print Patient Handover Search"
"print progress note","Print Progress Note"
"print.pageof.beginning","Page "
"print.pageof.end"," "
"print.pageof.middle"," of "
"priority","Priority"
"priority namespace","Priority Namespace"
"prism admin","PRISM Admin"
"prism administrators","PRISM Administrators"
"prism users","PRISM Users"
"privacy log","Privacy Log"
"privacy policy@com.orchestral.core.web.admin.servicestatus","Privacy Policy"
"privacy service@com.orchestral.core.web.admin.servicestatus","Privacy Service"
"problem","Problem"
"problems - criticalproblemslist edit","Problems - CriticalProblemsList edit"
"problems - criticalproblemslist view","Problems - CriticalProblemsList view"
"problems - importantproblemslist edit","Problems - ImportantProblemsList edit"
"problems - importantproblemslist view","Problems - ImportantProblemsList view"
"problems - problemslist edit","Problems - ProblemsList edit"
"problems - problemslist view","Problems - ProblemsList view"
"process","Process"
"professor","Professor"
"programme","programme"
"programme dictionary","Programme Dictionary"
"progress note type","Progress Note Type"
"progress type","Progress Type"
"prompt.clickfinishtocontinue","Click Finish to continue."
"prompt.entercustomdocumentrepositoryclass","Enter the Java class that implements the custom document repository."
"prompt.enterdatabasedetails","Enter the details of the database to connect to."
"prompt.enterdocumentrepositoryname","Enter the name for the document repository."
"prompt.enterdynamiciconredirectionsql","Enter the SQL to execute for this dynamic icon redirection."
"prompt.enterdynamiciconredirectionurls","Enter the icon URLs for this dynamic icon redirection."
"prompt.enterentrypointname","Enter the name for the entry point."
"prompt.enterentrypointurl","Enter the URL for the entry point."
"prompt.entericonurl","Enter the URL of the icon."
"prompt.enterxmlxslturls","Enter the XML and XSLT URLs for the entry point."
"prompt.missingaccessreason","Please provide a reason for accessing this result"
"prompt.portalwebservice.server.new","Please enter a name for the new server"
"prompt.reportbackoutwasnotcompleted","Report Backout was not completed"
"prompt.reportwasnotsignedoffsuccessfully","Report was not signed off successfully"
"prompt.selectcontextviewforentrypoint","Select the context view to add the entry point to."
"prompt.selectdocumentrepositorytype","Select the type of document repository you want to create."
"prompt.selectdocumentview","Select the Document View to open."
"prompt.selectdocumentviewforrepository","Select the document view to add the repository to."
"prompt.selectentryredirectiontype","Select the type of entry redirection you want to create."
"prompt.selecticonredirectiontype","Select the type of icon redirection you want to create."
"prompt.selectmenuforentrypoint","Select the menu to add the entry point."
"prompt.selectportalpage","Select the Portal Page to open."
"prompt.selectsearch","Select the Search to open."
"prompt.selectsearchresults","Select the Search to open results for."
"properties manager","Properties Manager"
"provider number","Provider Number"
"provider search","Provider Search"
"proxy order configuration","Proxy Order Configuration"
"public user search","Public User Search"
"published","Published"
"pubmed","PubMed"
"purple","Purple"
"queue.entry.state.processing","Processing"
"queue.entry.state.suspended","Suspended"
"queue.entry.state.waiting","Waiting"
"queue.state.ok","OK"
"queue.state.some_processing_suspended","Some Processing Suspended (see log)"
"queue.state.suspended","Suspended"
"quicklinks","Quicklinks"
"radiology cancelled procedures","Radiology Cancelled Procedures"
"radiology completed procedures","Radiology Completed Procedures"
"radiology item configuration","Radiology Item Configuration"
"radiology scheduled procedures","Radiology Scheduled Procedures"
"reaction","Reaction"
"reactivate","Reactivate"
"reactivate documents","Reactivate Documents"
"reactivate reports","Reactivate Reports"
"reason *","Reason *"
"reason configuration","Reason Configuration"
"reason for referral","Reason for referral"
"reason for visit","Reason for visit"
"reasonforcessation","ReasonForCessation"
"reauthenticate.prompt","For security, please type your password"
"received","Received"
"received messages","Received Messages"
"received on","Received On"
"received on date","Received On Date"
"receiver","receiver"
"receivercode","receiverCode"
"receivercodingsystem","receiverCodingSystem"
"recent patients","Recent Patients"
"records administrators","Records Administrators"
"red","Red"
"redirected","Redirected"
"referals","Referals"
"reference services","Reference Services"
"reference table manager","Reference Table Manager"
"referral closed date","Referral closed date"
"referral created date","Referral created date"
"referral id","Referral ID"
"referral id (actpas)","Referral ID (ACTPAS)"
"referral id (cws)","Referral ID (CWS)"
"referral list view","Referral List View"
"referral reason","Referral Reason"
"referral received on","Referral Received On"
"referral request","Referral Request"
"referral request id","Referral Request ID"
"referral search","Referral Search"
"referral search (awaiting triage)","Referral Search (Awaiting Triage)"
"referral search (document linking)","Referral Search (Document Linking)"
"referral service","Referral Service"
"referral service code","Referral Service Code"
"referral services","Referral Services"
"referral source","Referral Source"
"referral status","Referral Status"
"referral to","Referral To"
"referral to be booked search","Referral to be Booked Search"
"referral type","Referral Type"
"referralid","referralId"
"referrals","Referrals"
"referrals (actpas)","Referrals (ACTPAS)"
"referrals search","Referrals Search"
"referrals search (all)","Referrals Search (All)"
"referrals search (booked)","Referrals Search (Booked)"
"referrals search (booked/enrolled)","Referrals Search (Booked/Enrolled)"
"referrals search (chi declined)","Referrals Search (CHI Declined)"
"referrals search (chi)","Referrals Search (CHI)"
"referrals search (completed)","Referrals Search (Completed)"
"referrals search (draft only)","Referrals Search (Draft only)"
"referrals search (event status update auto-open)","Referrals Search (Event Status Update Auto-Open)"
"referrals search (event status update)","Referrals Search (Event Status Update)"
"referrals search (event summary discharge auto-open)","Referrals Search (Event Summary Discharge Auto-Open)"
"referrals search (event summary discharge)","Referrals Search (Event Summary Discharge)"
"referrals search (fax & internal only)","Referrals Search (Fax & Internal only)"
"referrals search (fax only)","Referrals Search (Fax only)"
"referrals search (incoming referrals)","Referrals Search (Incoming Referrals)"
"referrals search (patient context)","Referrals Search (Patient Context)"
"referrals search (patient context) maximised window","Referrals Search (Patient Context) Maximised Window"
"referrals to be booked","Referrals to be Booked"
"referrals to be registered","Referrals to be Registered"
"referrals to be triaged","Referrals to be Triaged"
"referrals to register","Referrals to Register"
"referrals to review","Referrals to Review"
"referralservicecode","referralServiceCode"
"referred by","Referred By"
"referred by clinician","Referred By Clinician"
"referred by specialty","Referred By Specialty"
"referred to","Referred to"
"referred to clinician","Referred To Clinician"
"referred to health organisation (*)","Referred To Health Organisation (*)"
"referred to health organisation (?*)","Referred To Health Organisation (?*)"
"referred to speciality","Referred To Speciality"
"referred to specialty","Referred To Specialty"
"referred to staff team","Referred To Staff Team"
"referred to team","Referred to Team"
"referrer","Referrer"
"referring","Referring"
"referringentrypoint","referringEntryPoint"
"referrred to clinician","Referrred To Clinician"
"refresh","Refresh"
"register patient","Register Patient"
"registered","Registered"
"registrar","Registrar"
"reject comment","Reject Comment"
"reject reason","Reject Reason"
"rejected","Rejected"
"rejected referrals","Rejected Referrals"
"relationship service@com.orchestral.core.web.admin.servicestatus","Relationship Service"
"relationshiptype.uniqueid.size.value","150"
"relationshiptypegroup.name.size.value","150"
"relevant information","Relevant Information"
"requested by","Requested By"
"requested time","Requested Time"
"requires interpreter","Requires Interpreter"
"requires review","Requires Review"
"resend","Resend"
"resend documents","Resend Documents"
"reset","Reset"
"reset.password.title","Reset Your Password?"
"resolvedby","resolvedBy"
"resources","Resources"
"restricted administrator user","Restricted Administrator User"
"resubmitted","Resubmitted"
"result","Result"
"results viewer","Results Viewer"
"resume editing session","Resume Editing Session"
"retro populator","Retro Populator"
"retry, logout and login.key","Attempt to retry, and if the problem recurs try logging out and back in. If the problem still occurs, ask your system administrator to check the <EM>Encryption Key Name</EM> for this application."
"returnapplication","returnApplication"
"returned","Returned"
"returned referral search","Returned Referral Search"
"returned referrals","Returned Referrals"
"returnentrypoint","returnEntryPoint"
"review required?","Review required?"
"revieweds","ReviewEDS"
"right brachial","Right Brachial"
"right dorsalis pedis","Right Dorsalis Pedis"
"right posterior tibial","Right Posterior Tibial"
"riskman","Riskman"
"rmo","RMO"
"role","Role"
"role details","Role Details"
"roles","roles"
"roletype","RoleType"
"route","Route"
"rr","RR"
"sample cwhiteboard site","Sample cWhiteboard Site"
"sample cwhiteboard site map","Sample cWhiteboard Site Map"
"save","Save"
"schema generator","Schema Generator"
"schema.name.metadata","Schema Metadata"
"score","Score"
"script","Script"
"sdm - enroll and open task list","SDM - Enroll and Open Task List"
"search","Search"
"search  for","Search  For"
"search - all orders","Search - All Orders"
"search details","Search Details"
"search for ereferral","Search for eReferral"
"search for form","Search for Form"
"secondgivenname","SecondGivenName"
"secretquestion","Secret Question"
"section.title.co.branding","Login Page Co-Branding"
"section.title.connectors","Connectors"
"section.title.details","Details"
"security change","Security Change"
"seen at","Seen At"
"seen by:","Seen By:"
"seenat","SeenAt"
"select date range","Select Date Range"
"select key word","Select Key Word"
"selected clinic to filter","Selected Clinic to Filter"
"senior staff specialist","Senior Staff Specialist"
"server events","Server Events"
"server service@com.orchestral.core.web.admin.servicestatus","Server Service"
"service","service"
"service search","Service Search"
"session","Session"
"session code","Session Code"
"session id","Session ID"
"session note","Session Note"
"session service@com.orchestral.core.web.admin.servicestatus","Session Service"
"settings.dateparseorder","MONTH_FIRST"
"settings.format.date.long","dd MMMM yyyy"
"settings.format.date.medium","dd-MMM-yyyy"
"settings.format.date.short","dd-MMM-yy"
"settings.format.date.shortday","E"
"settings.format.time.long","HH:mm:ss"
"settings.format.time.medium","HH:mm"
"settings.format.time.short","HH:mm"
"sex","Sex"
"shape","Shape"
"shared lookup search","Shared Lookup Search"
"shared lookups","Shared Lookups"
"shopping","Shopping"
"show  my inpatients","Show  my Inpatients"
"show  my locations","Show  my Locations"
"show  my outpatients for today","Show  my Outpatients for Today"
"show deleted users","Show Deleted Users"
"show my locations","Show My Locations"
"show my specialties","Show my Specialties"
"show recently used forms","Show Recently Used Forms"
"shut down","Shut Down"
"signoff.state.autobackout","Auto Backout"
"signoff.state.notsigned","Not Signed"
"signoff.state.retracted","Sign-off Retracted"
"signoff.state.reverted","Sign-off Reverted"
"signoff.state.signoff","Signed Off"
"signoff.state.updated","Sign-off Changed"
"site name","Site Name"
"site search","Site Search"
"size","Size"
"smoking status","Smoking Status"
"social","Social"
"social history","Social History"
"social work","Social Work"
"socialsupport","SocialSupport"
"soprano clinical documentation","Soprano Clinical Documentation"
"soprano data dictionary","Soprano Data Dictionary"
"soprano disease management","Soprano Disease Management"
"soprano forms","Soprano Forms"
"soprano referrals","Soprano Referrals"
"soprano workflow medical templates","Soprano Workflow Medical Templates"
"source","Source"
"source of referral *","Source of Referral *"
"source referral id","Source Referral ID"
"sourceofreferral","SourceOfReferral"
"specialist","Specialist"
"specialist name","Specialist Name"
"speciality","speciality"
"specialties","Specialties"
"specialty","Specialty"
"specialty code","Specialty Code"
"specialty description","Specialty Description"
"specialty group service@com.orchestral.core.web.admin.servicestatus","Specialty Group Service"
"specialty name","Specialty Name"
"specialty search","Specialty Search"
"specialty type","Specialty Type"
"specialtycode","SpecialtyCode"
"specialtytype","specialtyType"
"specificinstructions","SpecificInstructions"
"sql template manager","SQL Template Manager"
"srmo","SRMO"
"staff code","Staff Code"
"staff description","Staff Description"
"staff specialist","Staff Specialist"
"staff specialty","Staff Specialty"
"staff team","Staff Team"
"staff team code","Staff Team Code"
"staff team description","Staff Team Description"
"staff team list","Staff Team List"
"staff team type","Staff Team Type"
"start date","Start Date"
"start date / time","Start Date / Time"
"start date/time","Start Date/Time"
"start up","Start Up"
"startclient","StartClient"
"state","State"
"state territory","State territory"
"state.connection.checking","Checking..."
"state.connection.error","Error"
"state.connection.ready","Ready"
"state.connection.unconfigured","Unconfigured"
"state.database.checking","Checking..."
"state.database.detail.connection_failed","Connection failed"
"state.database.detail.no_schemametadata","Empty database"
"state.database.detail.old_schemametadata","Upgrade required for SchemaMetaData"
"state.database.detail.schema_not_ready","{0} schema is not ready"
"state.database.detail.schema_not_ready.plural","{0} schemas are not ready"
"state.database.error","Error"
"state.database.ready","Ready"
"state.database.unconfigured","Unconfigured"
"state.schema.error","Error"
"state.schema.incomplete","No Connection"
"state.schema.newer_version","Newer Version"
"state.schema.not_created","Not Created"
"state.schema.old_version","Old Version"
"state.schema.ready","Ready"
"status","Status"
"status of medical condition","Status of Medical Condition"
"statuscode","StatusCode"
"statuscodingsystem","StatusCodingSystem"
"statuseligibility","statusEligibility"
"statusid","StatusID"
"statusreasoncode","StatusReasonCode"
"stoma appearance","Stoma Appearance"
"stoma state","Stoma State"
"stream","Stream"
"street address (lines 1-4)","Street Address (Lines 1-4)"
"sub specialty","Sub Specialty"
"sub-specialty","Sub-Specialty"
"subcategory","Subcategory"
"submitter","Submitter"
"substance use","Substance Use"
"subtype configuration","Subtype Configuration"
"suburb","Suburb"
"suburb town city","Suburb town City"
"success","Success"
"supplementary category configuration","Supplementary Category Configuration"
"supplementary item configuration","Supplementary Item Configuration"
"support service@com.orchestral.core.web.admin.servicestatus","Support Service"
"surgeon details","Surgeon Details"
"surgical history","Surgical History"
"surgical problem","Surgical Problem"
"surgical procedure","Surgical Procedure"
"surgical waitlist","Surgical Waitlist"
"surname","Surname"
"system log","System Log"
"table.context.path.title","Context Path"
"task - manual handling","Task - Manual Handling"
"task list","Task List"
"task list users","Task List Users"
"task_codingsystem","task_codingsystem"
"taskidentifier","taskIdentifier"
"taskstatus","taskStatus"
"tasktype","taskType"
"tasktype_code","tasktype_code"
"tch abbreviations list","TCH Abbreviations List"
"team leader - cn","Team Leader - CN"
"template manager","Template Manager"
"test name","Test Name"
"test patients","test Patients"
"test waiting","Test waiting"
"text.codesets.query","Query"
"text.copyof","Copy of {0}"
"text.noitemsinhistory","There are no items in this history"
"text.noitemsinworklist","There are no items in this worklist"
"text.notallresultsdisplayed","Not all results have been displayed due to {0} privacy restrictions."
"there are no active referrals for this patient.","There are no active referrals for this patient."
"there are no items to display.","There are no items to display."
"thomson healthcare","Thomson Healthcare"
"ticks","Ticks"
"time","Time"
"time difference","Time Difference"
"time last modified","Time Last Modified"
"time received","Time Received"
"time reported","Time Reported"
"timetakentocompleteform","TimeTakenToCompleteForm"
"title","Title"
"title.accessforbidden","Access Denied"
"title.appvarusingineturl","i-net JDBC URL detected in application variable"
"title.attachments.details","Attachment Details"
"title.attachments.files","Attachment Files"
"title.attachments.modules","Module Attachments"
"title.calendar","Calendar"
"title.cdvdocument","Document Content"
"title.cdvheader","Document Actions"
"title.codeset","Code Set"
"title.codesetprovider","Code Set Provider Selection"
"title.codesetsearch","Code Set Search"
"title.concertoapplication","Main content"
"title.concertocontext","Navigation and content"
"title.configuration.explorer.previous","Previous"
"title.configuration.explorer.version","Version as of {0} (v.{1})"
"title.configuration.explorer.versioncurrent","Current (v.{0})"
"title.configurationvalidationwarnings","Configuration Validation Warnings"
"title.content","Content"
"title.contentpluscontextnavigation","Content plus {0} navigation"
"title.contextappenderusingineturl","i-net JDBC URL detected in context appender"
"title.contextlightboxiframe","{0} Lightbox"
"title.contextviewformatempty","Context View ''{0}'' has no format"
"title.contextviewhasnoentrypoints","Context View ''{0}'' has no entry points"
"title.das.domain.dasorganizationidentity","Organization Identity"
"title.das.domain.daspatientidentity","Patient Identity"
"title.das.domain.dasprovideridentity","Provider Identity"
"title.das.domain.encounter","Encounter"
"title.das.entity.dasorganizationidentity.organizationidentitywrapper","Organization Identity Wrapper"
"title.das.entity.daspatientidentity.patientidentitywrapper","Patient Identity Wrapper"
"title.das.entity.dasprovideridentity.provideridentitywrapper","Provider Identity Wrapper"
"title.das.entity.encounter.encounter","Patient Encounter Entity"
"title.das.healthdomain","Health Domain"
"title.das.healthdomain.adaptor","Domain Adaptor"
"title.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.address_city","Organization city search parameter"
"title.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.address_country","Organization country search parameter"
"title.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.address_state or province","Organization state or province search parameter"
"title.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.address_street address 1","Organization street address 1 search parameter"
"title.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.address_street address 2","Organization street address 2 search parameter"
"title.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.address_suburb","Organization suburb search parameter"
"title.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.address_zip or postal code","Organization zip or postal code search parameter"
"title.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.criteria","Organization criteria search parameter"
"title.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.organization_name","Organization name search parameter"
"title.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.phone_phone","Organization phone search parameter"
"title.das.parameter.daspatientidentity.patientsummarywrapper.search.address_city","Patient city search parameter"
"title.das.parameter.daspatientidentity.patientsummarywrapper.search.address_country","Patient country search parameter"
"title.das.parameter.daspatientidentity.patientsummarywrapper.search.address_state or province","Patient state or province search parameter"
"title.das.parameter.daspatientidentity.patientsummarywrapper.search.address_street address 1","Patient street address 1 search parameter"
"title.das.parameter.daspatientidentity.patientsummarywrapper.search.address_street address 2","Patient street address 2 search parameter"
"title.das.parameter.daspatientidentity.patientsummarywrapper.search.address_suburb","Patient suburb search parameter"
"title.das.parameter.daspatientidentity.patientsummarywrapper.search.address_zip or postal code","Patient zip or postal code search parameter"
"title.das.parameter.daspatientidentity.patientsummarywrapper.search.person_dateofbirth","Patient date of birth search parameter"
"title.das.parameter.daspatientidentity.patientsummarywrapper.search.person_familyname","Patient family name search parameter"
"title.das.parameter.daspatientidentity.patientsummarywrapper.search.person_gender","Patient gender search parameter"
"title.das.parameter.daspatientidentity.patientsummarywrapper.search.person_givenname","Patient given name search parameter"
"title.das.parameter.daspatientidentity.patientsummarywrapper.search.person_middlename","Patient middle name search parameter"
"title.das.parameter.daspatientidentity.patientsummarywrapper.search.person_nameprefix","Patient name prefix search parameter"
"title.das.parameter.daspatientidentity.patientsummarywrapper.search.personidentification_ssn","Patient SSN search parameter"
"title.das.parameter.daspatientidentity.patientsummarywrapper.search.phone_phone","Patient phone search parameter"
"title.das.parameter.dasprovideridentity.providersummarywrapper.search.person_dateofbirth","Provider date of birth search parameter"
"title.das.parameter.dasprovideridentity.providersummarywrapper.search.person_familyname","Provider family name search parameter"
"title.das.parameter.dasprovideridentity.providersummarywrapper.search.person_gender","Provider gender search parameter"
"title.das.parameter.dasprovideridentity.providersummarywrapper.search.person_givenname","Provider given name search parameter"
"title.das.parameter.dasprovideridentity.providersummarywrapper.search.person_middlename","Provider middle name search parameter"
"title.das.parameter.dasprovideridentity.providersummarywrapper.search.person_nameprefix","Provider name prefix search parameter"
"title.das.parameter.dasprovideridentity.providersummarywrapper.search.personidentification_ssn","Provider SSN search parameter"
"title.das.parameter.encounter.encounter.listencounters.admitdateafter","The admit date before which encounters will be excluded"
"title.das.parameter.encounter.encounter.listencounters.admitdatebefore","The admit date after which encounters will be excluded"
"title.das.parameter.encounter.encounter.listencounters.patientidentity","The Identity of a Patient"
"title.das.parameter.encounter.encounter.listpatientencounterssince.patient","The PatientIdentifier"
"title.das.parameter.encounter.encounter.listpatientencounterssince.since","The number of days "
"title.das.parameter.encounter.encountersummary.getencountersummary.encounteridentifier","The EncounterIdentifier"
"title.das.parameter.encounter.encountersummary.listencountersummaries.admitdateafter","The admit date before which encounters will be excluded"
"title.das.parameter.encounter.encountersummary.listencountersummaries.admitdatebefore","The admit date after which encounters will be excluded"
"title.das.parameter.encounter.encountersummary.listencountersummaries.patientidentity","The Identity of a Patient"
"title.das.projection.dasorganizationidentity.organizationsummarywrapper","Organization Summary Wrapper"
"title.das.projection.daspatientidentity.patientsummarywrapper","Patient Summary Wrapper"
"title.das.projection.dasprovideridentity.providersummarywrapper","Provider Summary Wrapper"
"title.das.projection.encounter.encounter","Encounter Projection"
"title.das.projection.encounter.encountersummary","Encounter Summary Projection"
"title.das.query.dasorganizationidentity.organizationsummarywrapper.search","Organization Search query"
"title.das.query.daspatientidentity.patientsummarywrapper.search","Patient Search query"
"title.das.query.dasprovideridentity.providersummarywrapper.search","Provider Search query"
"title.das.query.encounter.encounter.listencounters","Lists encounters for the specified patient where the admit date of the encounter is within the specified admit date range."
"title.das.query.encounter.encounter.listpatientencounterssince","Retrieve Encounter for Last N Days"
"title.das.query.encounter.encountersummary.getencountersummary","Retrieves the EncounterSummary identified by the supplied encounter identifier"
"title.das.query.encounter.encountersummary.listencountersummaries","Lists encounter summaries for the specified patient where the admit date of the encounter is within the specified admit date range"
"title.das.scriptedadaptor","Scripted Adaptor"
"title.das.scriptedcodesetprovider","Scripted Code Set Provider"
"title.das.scriptedservice","Scripted Service"
"title.dataappenderentryusingineturl","i-net JDBC URL detected in data appender entry"
"title.dataappenderusingineturl","i-net JDBC URL detected in data appender"
"title.database","Database"
"title.database.connection","Connection"
"title.database.details","Details"
"title.database.details.adhoc","Adhoc Database Details"
"title.database.details.application","Managed Database Details"
"title.database.details.thirdparty","Third Party Database Details"
"title.database.driver.details","Configured Settings"
"title.database.schema","Schema"
"title.emptydisclaimerselectionrule","Disclaimer selection rule is empty"
"title.emptyresultcolumndisplayformat","One or more result columns in Search ''{0}'' do not have a display format configured "
"title.emptyrole","Role ''{1}'' is empty"
"title.entityaccesspolicyitemsdeleted","Entity Access Policy ''{0}'' refers to deleted items"
"title.entityaccesspolicynorules","Entity Access Policy ''{0}'' has no rules"
"title.entitypolicyselectorusingineturl","i-net JDBC URL detected in entity policy selector"
"title.entityrulenoconditionfullaccess","Entity Access Policy ''{0}'' has no condition rule giving full access "
"title.entrypointnotaccessible","Entry point ''{0}'' is not accessible"
"title.error.browser.notsupported","Your browser version is not supported"
"title.error.configuration.explorer","Error viewing configuration"
"title.error.domain.not.match.context","Illegal Domain"
"title.error.domain.unconfigured","Unconfigured Security Domain"
"title.error.illegal.domain","Unknown Domain"
"title.error.provisioning.applications","Error Installing Applications"
"title.eventtypeattributeusingineturl","i-net JDBC URL detected in event type attribute"
"title.exception","Exception"
"title.exportchanges","Export Changes"
"title.exportconfiguration","Export"
"title.groupattributeusingineturl","i-net JDBC URL detected in group attribute"
"title.identitydetails","Identity Details"
"title.import.codeset","Import code sets"
"title.importconfiguration","Import configuration"
"title.inactivitytimeoutwarning","Automatic logout warning"
"title.infoaccesspolicyitemsdeleted","Information Access Policy ''{0}'' refers to deleted items"
"title.infoaccesspolicynorules","Information Access Policy ''{0}'' has no rules"
"title.infopolicyselectorusingineturl","i-net JDBC URL detected in information policy selector"
"title.inforulenoconditionfullaccess","Information Access Policy ''{0}'' has no condition rule giving full access "
"title.invalidcontextappenderclass","Context appender ''{0}'' does not have a valid class"
"title.invaliddataappenderclass","Data appender ''{0}'' does not have a valid class"
"title.invaliddocumentrepositoryclass","Document repository ''{0}'' does not have a valid class"
"title.invaliddriverclass","{1} driver ''{0}'' does not have a valid class"
"title.invalidinformationselectorclass","Information policy selector ''{0}'' does not have a valid class"
"title.invalidpolicyselectorclass","Entity policy selector ''{0}'' does not have a valid class"
"title.invalidsearchredirectionorderby","Search entry point ''{0}'' has an invalid Order By configuration"
"title.jdbcdrivernotfound","The JDBC driver ''{0}'' failed to load"
"title.ldapconnectionfailed","LDAP Connection could not be established"
"title.ldapgroupattributenotcached","Group ''{0}'' contains uncached LDAP attributes"
"title.locationfullscreennotshared","Location ''{0}'' uses full screen mode without shared user"
"title.locationnotuseable","Location ''{0}'' contains no include specifiers"
"title.logging","Logging"
"title.loginnotavailable","Login Context Not Available"
"title.logout","Logout"
"title.mail.details","Details"
"title.mail.settings","Mail Settings"
"title.mail.test","Test"
"title.menubar","Main navigation"
"title.messaging.endpoint.advanced.configuration","Advanced Configuration"
"title.messaging.endpoint.configuration","Configuration"
"title.messaging.endpoint.details","Endpoint Details"
"title.messaging.endpoint.ports","Ports"
"title.messaging.error","Error"
"title.messaging.message","Message"
"title.messaging.message.detail","Message Detail"
"title.messaging.message.log","Message Log"
"title.messaging.message.logs","Message Logs"
"title.messaging.response","Response"
"title.metadata.properties","Metadata Properties"
"title.metadata.summary","Metadata Summary"
"title.metric.additional.recipient","Additional Email"
"title.metric.details","Details"
"title.metric.settings","Product Use Metric Settings"
"title.multiplesecuritydomains","Multiple Security Domains Detected"
"title.multiplesession","Multiple Sessions Detected"
"title.noaccessiblecontextentrypoints","No navigation available"
"title.nobrowseraccess","Entry point ''{0}'' has no supported browser"
"title.noresetlinkintemplate","Reset link not specified in template"
"title.nosubjectofinterest","''{0}'' requires a subject of interest"
"title.portal.identity.addignoredgroup","Add Ignored Group"
"title.portal.identity.configuration","Configuration"
"title.portal.identity.identitysource","In Process Clinical Portal"
"title.portal.identity.portalidentitysource","Clinical Portal Users"
"title.portal.identity.standard.standardattributes","Standard Attributes"
