"--@#1"
"##1434516153354"
"Translation Key","en"
"message.core.identity.type.onetypesupported","This identity source does not support identity type determination, so only one identity type can be provided"
"message.core.login.identity.platformsourcedescription","The Platform Identity Source is the identity source that provides the conductor administrator identity. Therefore it is not configurable and should not be used in production for anything other than conductor. It is always configured to provide the 'core-platform' namespace."
"message.core.sso.samlvalidationprofile.audience.missing","Audience is required."
"message.core.sso.samlvalidationprofile.certificate.missing","Certificate is required."
"message.core.sso.samlvalidationprofile.issuer.duplicate","A profile with that issuer already exists."
"message.core.sso.samlvalidationprofile.issuer.missing","Issuer is required."
"message.core.sso.samlvalidationprofile.recipient.missing","Recipient is required."
"message.create.adhoctask","Create a {0} case detection task for the patient"
"message.create.adhoctask.information","message.create.adhoctask.information"
"message.creatingusers","Creating users in Clinical Portal database"
"message.crossprotocolhttpscripts","Cross protocol HTTP scripts are only supported by Internet Explorer."
"message.currentpermissionspreventdocumentview","Your current permissions do not allow you to view this document."
"message.currentrunlevel","Clinical Portal is currently {0}."
"message.custom","custom"
"message.customisableheader.disclaimer","The Customisable Header is only available for Patient Portal."
"message.customisableheader.htmlrequired","The Customisable Header HTML Snippet is required when the Customizable Header is enabled"
"message.customsuffix","(custom)"
"message.das.domain.dasorganizationidentity.description","The Health Domain used by the DAS Identity Source for organizations."
"message.das.domain.daspatientidentity.description","The Health Domain used by the DAS Identity Source for patients."
"message.das.domain.dasprovideridentity.description","The Health Domain used by the DAS Identity Source for providers."
"message.das.domain.documentregistrydomain.description","The document registry domain that defines the entities, projections and queries for storing and retrieving documents. "
"message.das.domain.encounter.description","Represents the Encounter domain."
"message.das.entity.dasorganizationidentity.organizationidentitywrapper.description","A wrapper around a OrganizationIdentity object to pass it through the DAS."
"message.das.entity.daspatientidentity.patientidentitywrapper.description","A wrapper around a PatientIdentity object to pass it through the DAS."
"message.das.entity.dasprovideridentity.provideridentitywrapper.description","A Wrapper around a UserIdentity object representing a provider to pass it through the DAS."
"message.das.entity.documentregistrydomain.documententrydto.description","The document meta data retrieved or stored in a document registry."
"message.das.entity.documentregistrydomain.submissionsetdto.description","The XDS submission set retrieved or stored in a document registry."
"message.das.entity.encounter.encounter.description","The Patient Encounter Entity "
"message.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.address_city.description","Organization city search parameter"
"message.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.address_country.description","Organization country search parameter"
"message.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.address_state or province.description","Organization state or province search parameter"
"message.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.address_street address 1.description","Organization street address 1 search parameter"
"message.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.address_street address 2.description","Organization street address 2 search parameter"
"message.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.address_suburb.description","Organization suburb search parameter"
"message.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.address_zip or postal code.description","Organization zip or postal code search parameter"
"message.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.criteria.description","Organization criteria search parameter"
"message.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.organization_name.description","Organization name search parameter"
"message.das.parameter.dasorganizationidentity.organizationsummarywrapper.search.phone_phone.description","Organization phone search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.address_city.description","Patient city search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.address_country.description","Patient country search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.address_state or province.description","Patient state or province search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.address_street address 1.description","Patient street address 1 search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.address_street address 2.description","Patient street address 2 search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.address_suburb.description","Patient suburb search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.address_zip or postal code.description","Patient zip or postal code search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.person_dateofbirth.description","Patient date of birth search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.person_familyname.description","Patient family name search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.person_gender.description","Patient gender search parameter - one of 'M' (Male), 'F' (Female) or 'UN' (Unknown)"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.person_givenname.description","Patient given name search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.person_middlename.description","Patient middle name search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.person_nameprefix.description","Patient name prefix search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.person_namesuffix.description","Patient name suffix search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.personidentification_ssn.description","Patient SSN search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.phone_phone.description","Patient phone search parameter"
"message.das.parameter.daspatientidentity.patientsummarywrapper.search.search.description","Fuzzy search (sometimes known as magic string search) parameter"
"message.das.parameter.dasprovideridentity.providersummarywrapper.search.person_dateofbirth.description","Provider date of birth search parameter"
"message.das.parameter.dasprovideridentity.providersummarywrapper.search.person_familyname.description","Provider family name search parameter"
"message.das.parameter.dasprovideridentity.providersummarywrapper.search.person_gender.description","Provider gender search parameter - one of 'M' (Male), 'F' (Female) or 'UN' (Unknown)"
"message.das.parameter.dasprovideridentity.providersummarywrapper.search.person_givenname.description","Provider given name search parameter"
"message.das.parameter.dasprovideridentity.providersummarywrapper.search.person_middlename.description","Provider middle name search parameter"
"message.das.parameter.dasprovideridentity.providersummarywrapper.search.person_nameprefix.description","Provider name prefix search parameter"
"message.das.parameter.dasprovideridentity.providersummarywrapper.search.personidentification_ssn.description","Provider SSN search parameter"
"message.das.parameter.dasprovideridentity.providersummarywrapper.search.search.description","Provider search parameter "
"message.das.parameter.documentregistrydomain.documententrydto.findchilddocuments.parenttargetdocument.description","The parent document id."
"message.das.parameter.documentregistrydomain.documententrydto.finddocuments.excludedrepositories.description","Contains the list of repositories to be excluded from the query."
"message.das.parameter.documentregistrydomain.documententrydto.finddocuments.queryrestriction.description","Contains the restrictions for the query."
"message.das.parameter.documentregistrydomain.documententrydto.getdocumentsbydbid.databaseid.description","The Numeric Database Primary Key, corresponds to the Database ID in the Document Entry."
"message.das.parameter.documentregistrydomain.documententrydto.getdocumentsbydbids.databaseids.description","The Numeric Database Primary Keys, corresponds to the Database IDs in the Document Entries."
"message.das.parameter.documentregistrydomain.documententrydto.getdocumentsbydocumentidentifiers.documentidentifiers.description","The document identifiers"
"message.das.parameter.documentregistrydomain.documententrydto.getdocumentsbydocumentidentifiers.excludedrepositories.description","Contains the list of repositories to be excluded from the query."
"message.das.parameter.documentregistrydomain.documententrydto.getdocumentsbyentryuuids.entryuuids.description","The document entry UUIDs"
"message.das.parameter.documentregistrydomain.documententrydto.getdocumentsbyentryuuids.excludedrepositories.description","Contains the list of repositories to be excluded from the query."
"message.das.parameter.documentregistrydomain.documententrydto.listdocuments.authoridentifiers.description","TODO"
"message.das.parameter.documentregistrydomain.documententrydto.listdocuments.availabilitystatuses.description","TODO"
"message.das.parameter.documentregistrydomain.documententrydto.listdocuments.categories.description","Categories"
"message.das.parameter.documentregistrydomain.documententrydto.listdocuments.documentidentifiers.description","Document Identifiers"
"message.das.parameter.documentregistrydomain.documententrydto.listdocuments.entryuuid.description","TODO"
"message.das.parameter.documentregistrydomain.documententrydto.listdocuments.haspatient.description","A Boolean Flag to include or exclude documents that are patient centric or non-patient centric."
"message.das.parameter.documentregistrydomain.documententrydto.listdocuments.includearchived.description","TODO"
"message.das.parameter.documentregistrydomain.documententrydto.listdocuments.parenttargetdocument.description","TODO"
"message.das.parameter.documentregistrydomain.documententrydto.listdocuments.parenttypes.description","TODO"
"message.das.parameter.documentregistrydomain.documententrydto.listdocuments.patientidentifiers.description","TODO"
"message.das.parameter.documentregistrydomain.documententrydto.listdocuments.relationshiptype.description","TODO"
"message.das.parameter.documentregistrydomain.documententrydto.listdocuments.repository.description","TODO"
"message.das.parameter.documentregistrydomain.documententrydto.listdocuments.searchstring.description","TODO"
"message.das.parameter.documentregistrydomain.documententrydto.listdocuments.tags.description","TODO"
"message.das.parameter.documentregistrydomain.documententrydto.listdocuments.unreadby.description","TODO"
"message.das.parameter.documentregistrydomain.documententrydto.orionhealthquery.excludedrepositories.description","Contains the list of repositories to be excluded from the query."
"message.das.parameter.documentregistrydomain.documententrydto.orionhealthquery.queryrestriction.description","Contains the restrictions for the query."
"message.das.parameter.documentregistrydomain.submissionsetdto.findsubmissionset.entryuniqueid.description","The submission set's entry unique id."
"message.das.parameter.documentregistrydomain.submissionsetdto.findsubmissionsets.queryrestriction.description","Contains the restrictions on the query."
"message.das.parameter.documentregistrydomain.submissionsetdto.getsubmissionsets.entryuuids.description","UUIDs that identify each document."
"message.das.parameter.encounter.encounter.listencounters.admitdateafter.description","The admit date before which encounters will be excluded"
"message.das.parameter.encounter.encounter.listencounters.admitdatebefore.description","The admit date after which encounters will be excluded"
"message.das.parameter.encounter.encounter.listencounters.patientidentity.description","Identity of a Patient for whom the encounters are requested"
"message.das.parameter.encounter.encounter.listpatientencounterssince.patient.description","The patient identifier parameter for the query."
"message.das.parameter.encounter.encounter.listpatientencounterssince.since.description","The number of days to retrieve encounter history for."
"message.das.parameter.encounter.encountersummary.getencountersummary.encounteridentifier.description","The identifier of the required encounter"
"message.das.parameter.encounter.encountersummary.listencountersummaries.admitdateafter.description","The admit date before which encounters will be excluded"
"message.das.parameter.encounter.encountersummary.listencountersummaries.admitdatebefore.description","The admit date after which encounters will be excluded"
"message.das.parameter.encounter.encountersummary.listencountersummaries.patientidentity.description","Identity of a Patient for whom the encounters are requested"
"message.das.projection.dasorganizationidentity.organizationsummarywrapper.description","A wrapper around a OrganizationSummary object to pass it through the DAS."
"message.das.projection.daspatientidentity.patientsummarywrapper.description","A wrapper around a PatientSummary object to pass it through the DAS."
"message.das.projection.dasprovideridentity.providersummarywrapper.description","A wrapper around a ProviderSummary object to pass it through the DAS."
"message.das.projection.documentregistrydomain.documententrydto.description","The document meta data retrieved or stored in a document registry."
"message.das.projection.documentregistrydomain.submissionsetdto.description","The XDS submission set retrieved or stored in a document registry."
"message.das.projection.encounter.encounter.description","The Query Projection for an encounter. "
"message.das.projection.encounter.encountersummary.description","The Query Projection for an encounter summary. "
"message.das.query.dasorganizationidentity.organizationsummarywrapper.search.description","Organization search query"
"message.das.query.daspatientidentity.patientsummarywrapper.search.description","Patient search query"
"message.das.query.dasprovideridentity.providersummarywrapper.search.description","Provider search query"
"message.das.query.documentregistrydomain.documententrydto.findchilddocuments.description","TODO"
"message.das.query.documentregistrydomain.documententrydto.finddocuments.description","Returns all documents that match the query restriction provided. "
"message.das.query.documentregistrydomain.documententrydto.getdocumentsbydbid.description","An Internal Query to Get Documents by the numeric database primary key, this is only used for backwards compatability with the 6.1 API."
"message.das.query.documentregistrydomain.documententrydto.getdocumentsbydbids.description","Returns all documents matching the specified document IDs"
"message.das.query.documentregistrydomain.documententrydto.getdocumentsbydocumentidentifiers.description","Returns all documents matching the specified document identifiers"
"message.das.query.documentregistrydomain.documententrydto.getdocumentsbyentryuuids.description","Returns all documents matching the specified document entry UUIDs"
"message.das.query.documentregistrydomain.documententrydto.listdocuments.description","TODO"
"message.das.query.documentregistrydomain.documententrydto.orionhealthquery.description","TODO"
"message.das.query.documentregistrydomain.submissionsetdto.findsubmissionset.description","Returns the submission set matching the unique id provided."
"message.das.query.documentregistrydomain.submissionsetdto.findsubmissionsets.description","Returns the submission sets matching the parameters provided in the Query Restriction."
"message.das.query.documentregistrydomain.submissionsetdto.getsubmissionsets.description","Returns the submission sets used to submit the collection of documents specified by the Entry UUIDs provided "
"message.das.query.encounter.encounter.listencounters.description","The query to list encounters for the specified patient where the admit date of the encounter is within the specified admit date range"
"message.das.query.encounter.encounter.listpatientencounterssince.description","The query to retrieve the encounter for the last n days"
"message.das.query.encounter.encountersummary.getencountersummary.description","The query to retrieve the encounter summary identified by the supplied encounter identifier"
"message.das.query.encounter.encountersummary.listencountersummaries.description","The query to list encounter summaries for the specified patient where the admit date of the encounter is within the specified admit date range"
"message.das.scriptcodesetprovider.create.defaultidentifier","New Scripted Code Set Provider"
"message.das.scriptcodesetprovider.create.enteridentifier","Enter an identifier for the Scripted Code Set Provider."
"message.data.access.test.framework.comparemode.instructions","Compare Mode: The uploaded model data file (document) is compared with a document from the database."
"message.data.access.test.framework.generatemode.instructions","Generate Mode: This tool generates documents filled with random data which can be used in testing. You must enter the Model ID of a model already in the dictionary."
"message.data.access.test.framework.loadmode.instructions","Load Mode: The model data files (documents) uploaded will be stored and then retrieved. Retrieved versions will be compared with the originals."
"message.dataappenderentryusingineturl","An i-net JDBC URL was detected in the ''{2}'' data appender entry on the ''{0}'' data appender on the ''{1}'' context view. It is recommended that you use the jTDS or Oracle Thin driver and respective URL format.  Please refer to the 'Migrating Database Drivers' appendix in the Clinical Portal Upgrade Guide for more information."
"message.dataappenderusingineturl","An i-net JDBC URL was detected in the ''{0}'' data appender on the ''{1}'' context view. It is recommended that you use the jTDS or Oracle Thin driver and respective URL format.  Please refer to the 'Migrating Database Drivers' appendix in the Clinical Portal Upgrade Guide for more information."
"message.database.embedded","The current configuration uses embedded databases which are not valid for a production environment."
"message.database.embedded.network.server.explain","The Embedded Database Network Server exposes Embedded Databases to network clients without any authentication or security. This should only be used in development or testing environments and must be disabled in production."
"message.database.error.text","Please configure the Message Log Database first to view Messaging"
"message.dataitemsdiscarded","{0} data items could not be plotted as the units do not match the reference data units of {1}"
"message.dateformatsintranslationservice","The Clinical Portal date formats cannot be configured here as the remote translation service is enabled. Dates formats are configured in the translation service."
"message.dateoffset.days","days"
"message.days","days"
"message.delete.tasktype.dependencies","This task type has dependent tasks and they will be orphaned"
"message.deleteduserdownloadfile","Unknown"
"message.deliveryfailed","Failed to deliver the message."
"message.detailsmissing","If you continue, some relevant information may be missing and applications may not work as expected."
"message.detectingjvm","Detecting Java virtual machine..."
"message.differ","Differ"
"message.disabled","Disabled"
"message.disclaimertimeout","If you do not accept this disclaimer within five minutes, you will be logged out and returned to the login page."
"message.displaydeniedduetoprivacy","These {0} details could not be displayed due to privacy restrictions."
"message.displaymoreresults","More results may be displayed by providing an appropriate reason."
"message.dobnotavailable","Problem not shown because patient age could not be determined"
"message.documentaccessrequired","I need access to this document."
"message.documentdoesnotexist","This document has been closed and can be found in the CDV tree. "
"message.documentgrouping.author","Author"
"message.documentgrouping.category","Category"
"message.documentgrouping.date","Date"
"message.documentgrouping.service","Service"
"message.documentinaccessible","The document ''{0}'' from repository ''{1}'' was marked as inaccessible"
"message.documentlist.description","This page lists documents within your health record that have been explicitly published by one of your care providers."
"message.documentlist.documentslocked","Due to privacy restrictions some documents have viewing restrictions."
"message.documentlist.documentsnoaccess","This is not a complete list of documents. Some documents are not shown due to privacy restrictions."
"message.documentlist.documentsnoaccesslocked","Due to privacy restrictions some documents are not listed and some cannot be viewed."
"message.documentlist.error.documentviewnotexist","Document View with such name doesn't exist"
"message.documentlist.error.emptyattribute","Please select Attribute Name"
"message.documentlist.error.emptydateformat","Please specify date format"
"message.documentlist.error.emptydocumentview","Please select Document View name"
"message.documentlist.error.emptyformatter","Please select Formatter"
"message.documentlist.error.emptyname","Document list name cannot be empty"
"message.documentlist.error.emptytitle","Title cannot be empty"
"message.documentlist.error.noapplication","Application can not be empty"
"message.documentlist.error.nocolumns","Columns configuration should contain at least one column"
"message.documentlist.error.nodocumentview","No available Document Views for creating configuration"
"message.documentlist.error.noentrypoint","Entry Point can not be empty"
"message.documentlist.error.noheaderheight","Header height can not be empty"
"message.documentlist.error.notvalidattritues","The following attributes do not exist anymore: ""{0}"""
"message.documentlist.formatterhint","Custom date attributes must be in the following format: yyyy-MM-dd HH:mm:ss"
"message.documentlist.invalid","Document List Configuration is invalid"
"message.documentlist.nodocuments","You do not have any published documents from your care providers."
"message.documentnotfound","Could not locate attached document when attempting to send message to ''{0}''"
"message.documentrepositorywizardcompleted","You have successfully completed the Document Repository Wizard."
"message.documentsenttoauthor","The document has been sent to {0}"
"message.documentsmatchedsearchcriteria","{0} documents matched the search criteria"
"message.documentsmissingdateinformation","Some documents are not shown due to missing date information."
"message.doesnotcontain","does not contain"
"message.donotfilewarning","COPY ONLY. DO NOT FILE."
"message.dontusemsvm","If the Microsoft Java VM is installed, please configure it not to be used as the default Java Runtime for the browser."
"message.drools.rules.newrulepackage","Enter the name of the package to create"
"message.duplicate.forms.action.configuration","A forms action with name ""{0}"" already exists. Please choose a different action name."
"message.duration.dueago","Due {0}{1} ago"
"message.duration.future","{0} {1} from now"
"message.duration.old","{0}{1} old"
"message.duration.past","{0} {1} ago"
"message.edit.concurrent","This {0} is being edited by {1}."
"message.editing.final.document","You are editing a finalized document, automatic refreshing of data is disabled."
"message.editinprogress","This document is currently being edited by {0}."
"message.editlookup.external.noedit","The Lookup Values are stored externally, and must be edited directly."
"message.editlookup.maxvalues.countdown","{2} more values can be added to the Lookup."
"message.editlookup.maxvalues.noedit","The Lookup Values cannot be edited as the limit of {0} values has been exceeded."
"message.email.signature","This is a system generated email, do not reply."
"message.emptycurrentcontext","There are no items in the current Context"
"message.emptydisclaimerselectionrule","Multiple disclaimers have been configured, however no selection rule has been provided, the ''Error'' disclaimer will always be used."
"message.emptyresultcolumndisplayformat","A result column without a configured display format is a security risk if unescaped HTML is present in the search result for that column. The template processor code ''<%=(html)value%>'' can be used in the display format field to escape HTML, and is the default display format for new Result Columns. The following result columns in search ''{0}'' of the ''{1}'' application do not have display formats configured: {2}"
"message.emptyrole","The role ''{1}'' contains no child groups, which means that the role is not usable."
"message.emptyurl","When using a custom break the privacy seal page, the URL of the page must not be empty."
"message.enabled","Enabled"
"message.enableexternalauditing","Enable the client-side auditing API"
"message.enableexternalauditing.warning","Enabling the client-side auditing API allows a malicious logged in user to create incorrect audit events. Thus enabling this API is not recommended and will be removed in future versions of Portal   "
"message.encountersomittedwarning","Some encounters are not shown due to missing or imprecise admission dates. To see the complete list please refer to the patient encounters list."
"message.encryptiononlyforsinglestepredirections","Encryption is only available for single step redirections"
"message.enroll.all.pathway","The patient is enrolled in all available pathways."
"message.ensureflashplayerinstalled","To view this content ensure that Adobe Flash Player version {0} or greater is installed, and refresh your browser."
"message.enteridandpassword","Please enter your user ID and password"
"message.enternewfavoritesearch","Search"
"message.entersearchcriteria","Enter search criteria above and hit ''Search''"
"message.enteruserid","Please enter a user ID"
"message.enteruseridpassword","Please enter your user ID and password "
"message.entityaccesspolicyitemsdeleted","Some of the rules in entity access policy ''{0}'' of context view ''{1}'' refer to the deleted item ''{2}''."
"message.entityaccesspolicynorules","The entity access policy ''{0}'' in context view ''{1}'' contains no rules or all rules have no conditions. No privacy logic is being performed so users may not have appropriate access to entities. "
"message.entityaccessreasonrequired","A reason is required to view information about this {0}."
"message.entitypolicyselectorusingineturl","An i-net JDBC URL was detected in the ''{0}'' entity policy selector on the ''{1}'' context view. It is recommended that you use the jTDS or Oracle Thin driver and respective URL format.  Please refer to the 'Migrating Database Drivers' appendix in the Clinical Portal Upgrade Guide for more information."
"message.entityrulenoconditionfullaccess","The entity access policy ''{0}'' in context view ''{1}'' has rule with no conditions that allows full access. This is a dangerous configuration as once this rule is reached full access will be given."
"message.entrylevel.history","History"
"message.entrylevel.historyentry","History Entry"
"message.entrylevel.user","User"
"message.entrylevel.worklist","Worklist"
"message.entrylevel.worklistentry","Worklist Entry"
"message.entrypointnotaccessible","The security configuration of entry point ''{0}'' of application ''{1}'' prevents access by any user. The allowed groups and locations need to be modified to allow user access."
"message.entrypointnotincontextviews","This entry point is not contained in any context views"
"message.entrypointnotinmenus","This entry point is not contained in any menus"
"message.entrypointnotsecured","This entry point is not secured and may create security vulnerabilities."
"message.error","Error"
"message.error.browser.notsupported","Your browser version is not supported"
"message.error.core.certificate.private.key.import.key.file.invalid","The uploaded private key file could not be parsed: {0}"
"message.error.domain.not.match.context","Specified domain does not match security domains configured for the url"
"message.error.domain.unconfigured","Specified user domain is unconfigured"
"message.error.illegal.domain","Unknown domain found in the header"
"message.error.updating.cluster.status","An error occurred updating the OHP Group status."
"message.errormessagesnotforfinalredirectioninentryscript","Error messages cannot be set for the final redirection in an entry script"
"message.errorpage","An error occurred while processing your request."
"message.errorpagereason","Reason {0}"
"message.errorparsingtemplate","Exceptions of this type are thrown during parsing of a Template Statement, and are typically the result of syntax errors in the statement."
"message.errorparsingtemplate.friendly","An unexpected error occurred. Please try again shortly, contact your administrator if this error continues to occur. "
"message.errorqueryingdatabase","An error occured while querying the database."
"message.errorqueryingdatabase.friendly","An unexpected error occurred."
"message.evaluatedaccesslevelscachetimeout","Cache evaluated access levels for {0} minutes"
"message.eventdrivertestinstructions","Enter the entity ID for the context view. Enter the date format that is to be used by date attributes. All date attributes must be in this format otherwise they will be invalid. Select the document repository, and enter the document ID. The document repository is not mandatory unless a document ID is entered. Additional attribute groups can be added or removed as these attributes can be repeated within a single event. The header and group attribute values are not mandatory. Finally, press the send button to send the event."
"message.eventtypeattributeusingineturl","An i-net JDBC URL was detected in the ''{3}'' event attribute on the ''{2}'' context view for the ''{1}'' service type and ''{0}'' event type. It is recommended that you use the jTDS or Oracle Thin driver and respective URL format.  Please refer to the 'Migrating Database Drivers' appendix in the Clinical Portal Upgrade Guide for more information."
"message.excecutingparameterbindings","Executing parameter bindings ..."
"message.exceptionmessagenoformat","{0}"
"message.externallysynchronizedgroup","Externally synchronized group membership that cannot be modified"
"message.externallysynchronizedrole","Externally synchronized role membership that cannot be modified"
"message.failedcmauserlinkinitialization","Failed to initialize the CMA user link"
"message.failedcmauserlinkinitialization.friendly","An unexpected error occurred."
"message.failedconfigurationvalidationlink","Could not open the configuration details for ''{0}'', you will have to manually navigate to this item to correct its configuration."
"message.failure.banner","Oops, Sorry the feedback form isn''t currently available."
"message.failure.description","It may be due to the computer you are using not having access to {0}. We really value your feedback so please contact your local {1}support team{2} for help."
"message.false","FALSE"
"message.female","Female"
"message.file","{0} File"
"message.filemustbedownloaded","This file must be downloaded to be viewed."
"message.filtering","Filtering"
"message.finalreport","Final Report"
"message.forgot.password.assistance","If you need further assistance, please contact support."
"message.forgot.password.email.info","You should receive the email within the next 10 minutes. Remember to check your junk or spam folder, if you do not receive this email."
"message.forgot.password.email.sent","An email has been sent to the email address associated with your {0} account. This email describes how to reset your password."
"message.forgot.password.info","If you have forgotten your password you can reset it to a new one. To reset your password, type your {0} username and we will send you an email with a link to reset your password."
"message.forgot.password.not.enabled","Forgot Password is not currently enabled for {0}"
"message.forgotpasswordinstructions1","Instructions to reset your password have been sent to the email address associated with your user ID."
"message.forgotpasswordinstructions2","If you do not see the message in your inbox, look for it in your junk/spam folder or try again later. If you are unable to access your email account please"
"message.form.formcontainsinvalidpresentationsforrenderer","Form contains presentations not supported by the {0} renderer."
"message.form.publish","Form has been published."
"message.form.renderusingcurrentformversionclinicalrisk","Documents will be displayed using the latest version of the form rather than the version they were created with.  You must take care not to make changes which introduce clinical risk, such as significantly changing labels or hiding fields which may contain clinical information.  Consult the documentation for more details."
"message.form.save","Your changes have been saved."
"message.form.showhidecalculation.relevanceincompatible","A Form Element is using the Orbeon method for Show/Hide behaviour, but this Form is rendered with Vanilla"
"message.formitem.defaultvalue.invalidvalue","Invalid default value for {0}"
"message.formitem.nonrepeatingcomponent.invalidpresentation","Invalid presentation for a non-repeating component"
"message.formitem.nonrepeatinglookup.invalidpresentation","Invalid presentation for a Non-repeating lookup"
"message.formitem.pluginwidget.invalidcalculateditem","{0} is not supported as a calculated item"
"message.formitem.pluginwidget.invalidpresentation","{0} is not supported as a repeating item"
"message.formitem.repeatingcomponent.invalidpresentation","Invalid presentation for a repeating component"
"message.formitem.repeatinginlinesection","Repeating Sections Cannot be Inlined"
"message.formitem.repeatinglookup.invalidpresentation","Invalid presentation for a Repeating lookup"
"message.formitem.selected.renderer.invalidpresentation","Presentation is not supported by the {0} renderer"
"message.formitem.showhidecalculation.invalidcalculation","Invalid Show/Hide calculation specified"
"message.formitem.vanillatable.invalidrequired","Invalid configuration. A table with add/remove disabled cannot be required."
"message.forms.action.configuration.delete.confirm","Are you sure you want to delete this forms action configuration?"
"message.forms.document.type.configuration.delete.confirm","Are you sure you want to delete this forms document type configuration?"
"message.formsessionlost.noreload","You must reload this page to continue."
"message.formsessionlost.reloadlink","reload"
"message.formsessionlost.withreload","You must {0} this page to continue."
"message.freetext.warning","Once this Lookup is used on a published form, you can only use presentation options that support free text; the free text code and coding system will not be editable."
"message.fullworklistwarning","This worklist is full. To add to this worklist please remove at least [0]."
"message.gender.female","Female"
"message.gender.male","Male"
"message.genericfunctionerrorwhenvalidatingname","An error occurred when validating the Generic Function name"
"message.genericfunctionnamealreadyexists","A Generic Function with this name already exists"
"message.genericfunctionnameinvalid","The name is invalid. It can contain _ and alpha-numeric characters but cannot start with a _ or a number."
"message.genericfunctionnameisrequired","A name is required"
"message.getflashplayer","Get Adobe Flash player"
"message.groupattributeusingineturl","An i-net JDBC URL was detected in the ''{1}'' group attribute on the ''{0}'' group. It is recommended that you use the jTDS or Oracle Thin driver and respective URL format.  Please refer to the 'Migrating Database Drivers' appendix in the Clinical Portal Upgrade Guide for more information."
"message.groupingwarning","Report contained observation grouping information that could not be processed. The report has been displayed with no observation grouping."
"message.grouplist.description","A user must be a member of all selected groups in order to have tasks reassigned to them."
"message.hasstarted","{0} {1} has started."
"message.headersnotforfinalredirectionentryscript","Headers cannot be set for the final redirection in an entry script"
"message.helpnotavailable","Sorry, help is currently not available."
"message.high","High"
"message.hospital","Hospital"
"message.hostname","Hostname or wildcarded hostname"
"message.hours","hours"
"message.httpparametermissing","A parameter is missing from the HTTP request for this application."
"message.httpparametermissing.friendly","An unexpected error occurred due to incorrect configuration. An administrator will need to modify the configuration to prevent this error from occuring again."
"message.i12e.clinical.event.messaging.outbound.explain","To support replicating events between different OHP clusters that are part of the same solution, all events can be sent out via TCP messaging so that they can be messaged into the other clusters. 

The actual port and host the events are sent to is configured as the ""Clinical Event Bus - Outbound Messaging"" Outbound Messaging Endpoint on the Messaging Configuration Screen."
"message.ifcantenablejavascript","If you could not enable JavaScript, or JavaScript is enabled and this page is still appearing, please {0}contact support{1}."
"message.ifjavascriptnowenabled","If JavaScript is now enabled, {0}return to the login page{1}."
"message.ifproblemscontinuecontactsupport","If you continue to have problems please {0}contact support{1}."
"message.ifproblemscontinuecontactsupportwithreference","If you continue to have problems please {0}contact support{1} and quote the following reference:"
"message.ifsunjavavmnowdefault","If the Sun Java VM is now enabled, {0}return to the login page{1}."
"message.ifyouneedhelpcontactyouradministrator","If you require help or the Sun Java VM is already the default Java VM for the web browser on this machine and this page is still appearing please {0}contact your administrator{1}."
"message.importexportmerge.filemustbevalidportalmergefile","File must be a valid Portal merge file (*.c6x.xml)."
"message.importexportmerge.status.cancelling","Cancelling..."
"message.importexportmerge.status.export","Export"
"message.importexportmerge.status.failedon","{0} failed on {1}."
"message.importexportmerge.status.import","Import"
"message.importexportmerge.status.interrupted","{0} interrupted."
"message.importexportmerge.status.merge","Merge"
"message.importexportmerge.status.started","{0} started."
"message.importexportmerge.status.successful","{0} successful."
"message.inactivedays","inactive days"
"message.ineedtoviewthisentity","I need to view information about this {0} because:"
"message.infoaccesspolicyitemsdeleted","Some of the rules in information access policy ''{0}'' of context view ''{1}'' refer to the deleted item ''{2}''."
"message.infoaccesspolicynorules","The information access policy ''{0}'' in context view ''{1}'' contains no rules or all rules have no conditions. No privacy logic is being performed so users may not have appropriate access to information. "
